30.7389	95.8361	Asia
33.2	97.0305	Asia
33.068	95.169	Asia
34.575	95.3423	Asia
31.3409	89.0144	Asia
34.7947	99.7262	Asia
32.35	97.2333	Asia
35.9934	97.8865	Asia
31.41	95.62	Asia
27.494	88.953	Asia
36.4	98.1833	Asia
38.2555	90.312	Asia
31.4806	79.798	Asia
36.9824	99.629	Asia
31.1596	95.1335	Asia
38.386	90.157	Asia
33.6167	99.8	Asia
31.7593	92.2536	Asia
23.1615	99.2023	Asia
31.3333	85.4167	Asia
32.2667	84.2	Asia
37.074	80.1823	Asia
39.7892	98.7904	Asia
25.4483	99.5561	Asia
31.6983	92.4258	Asia
29.1352	89.4955	Asia
39.4	98.8167	Asia
39.1541	99.3019	Asia
31.5333	95.4333	Asia
32.0667	95.6569	Asia
28.3	88.5333	Asia
31.747	92.7518	Asia
30.9941	90.1818	Asia
29.7992	93.8524	Asia
43.2492	94.6943	Asia
43.978	81.518	Asia
40.1261	94.6638	Asia
41.5503	82.6167	Asia
41.1517	79.225	Asia
40.2626	95.9802	Asia
44.0896	88.8889	Asia
47.2	89.3053	Asia
47.4997	85.6183	Asia
47.7241	88.2185	Asia
40.4506	80.4844	Asia
46.0565	90.1513	Asia
46.3779	88.4685	Asia
40.0626	95.7059	Asia
40.1728	99.0028	Asia
44.0532	85.3775	Asia
41.9843	86.622	Asia
43.5988	93.0086	Asia
45.9181	85.4745	Asia
43.85	87.5667	Asia
46.6886	83.4053	Asia
46.7097	84.045	Asia
47.5225	86.2158	Asia
43.5453	80.9991	Asia
43.67	81.5431	Asia
43.9803	81.3142	Asia
43.7493	82.6356	Asia
44.583	84.7702	Asia
44.0641	85.8034	Asia
44.1921	86.7962	Asia
44.0886	87.6122	Asia
44.1245	87.3296	Asia
44.0639	89.209	Asia
44.0825	88.9651	Asia
41.1492	79.085	Asia
41.4424	82.861	Asia
33.3399	120.146	Asia
31.5617	119.657	Asia
32.2956	120.607	Asia
32.448	120.773	Asia
32.6861	120.075	Asia
32.073	119.853	Asia
32.1456	119.037	Asia
32.3563	119.907	Asia
32.698	119.327	Asia
32.8882	119.832	Asia
32.2259	118.903	Asia
32.8689	118.509	Asia
34.3333	119.008	Asia
34.6958	119.475	Asia
28.1738	109.022	Asia
28.1015	108.062	Asia
28.2239	108.105	Asia
28.9877	108.143	Asia
28.2125	107.462	Asia
28.4567	107.434	Asia
28.5764	107.612	Asia
28.5783	105.747	Asia
30.8489	118.127	Asia
30.9791	118.456	Asia
30.9556	118.382	Asia
30.7305	118.002	Asia
31.0692	119.215	Asia
31.0709	119.56	Asia
31.0802	118.619	Asia
31.1742	118.546	Asia
31.0643	118.216	Asia
31.3781	118.516	Asia
31.498	118.51	Asia
31.4342	118.459	Asia
31.95	118.275	Asia
29.6617	117.864	Asia
29.8101	118.654	Asia
29.9099	118.575	Asia
29.7044	118.463	Asia
29.7057	118.286	Asia
29.7361	118.281	Asia
29.7267	118.257	Asia
29.9236	118.284	Asia
29.9957	118.353	Asia
29.6958	117.958	Asia
29.9542	117.909	Asia
30.2	118.6	Asia
30.2304	118.159	Asia
30.5	118.933	Asia
29.7759	117.05	Asia
29.9247	117.085	Asia
30.92	117.197	Asia
19.4478	109.263	Asia
30.9915	101.127	Asia
24.9245	115.305	Asia
33.1579	106.98	Asia
24.1078	103.419	Asia
29.0642	105.945	Asia
28.7585	117.081	Asia
32.9794	114.029	Asia
30.3694	115.492	Asia
32.0615	118.624	Asia
23.2797	113.689	Asia
39.6578	117.292	Asia
34.2575	108.452	Asia
31.8673	120.403	Asia
29.1859	116.389	Asia
35.9041	101.509	Asia
39.684	115.935	Asia
30.4191	107.538	Asia
24.355	102.542	Asia
26.6167	101.272	Asia
34.7114	113.966	Asia
28.4505	108.989	Asia
28.3133	105.238	Asia
26.1375	109.22	Asia
29.765	105.666	Asia
31.6192	119.489	Asia
29.8207	120.248	Asia
30.9157	120.5	Asia
32.2109	119.455	Asia
30.8563	104.436	Asia
27.1678	115.871	Asia
39.7844	117.196	Asia
26.5921	116.161	Asia
30.669	114.352	Asia
39.2633	112.794	Asia
31.2682	119.629	Asia
29.8093	120.868	Asia
37.4602	120.34	Asia
28.4827	120.776	Asia
33.6695	113.04	Asia
31.8638	118.376	Asia
