42.5795	1.65362	Europe
42.4637	1.49129	Europe
-36.4063	-56.9433	America
-34.8479	-58.5287	America
24.1917	55.7606	Asia
34.6539	61.1978	Asia
-31.8881	116.768	Australia
-34.6721	138.891	Australia
-77.846	166.676	Antarctica
32.6333	-16.9	Atlantic
32.737	-17.1867	Atlantic
12.2492	-0.61527	Africa
12.1742	-4.08477	Africa
-12.1556	44.4372	Indian
-11.585	43.2672	Indian
21.3999	-157.799	Pacific
22.0752	-159.319	Pacific
70.9221	-8.7187	Arctic
-9.66078	20.3915	Africa
-8.41915	20.7447	Africa
